Company,Area,Item,y2016,y2017,y2018,y2019
MARKHAM GAS CORP,Texas,Commercial Volume,322,338,520,473
MARKHAM GAS CORP,Texas,Industrial Volume,521,506,304,414
MARKWEST NEW MEXICO L P,New Mexico,Electric Power Volume,41872250,36600202,50319632,52451911
MARSHALL CITY OF,Illinois,Residential Volume,124671,129457,157484,155697
MARSHALL CITY OF,Illinois,Commercial Volume,49035,50698,60632,61434
MARSHALL CITY OF,Illinois,Industrial Volume,26328,23196,18641,17335
MARSHALL CTY GAS DIST,Alabama,Residential Volume,558977,509277,715159,649039
MARSHALL CTY GAS DIST,Alabama,Commercial Volume,611454,603925,715295,695131
MARSHALL CTY GAS DIST,Alabama,Industrial Volume,2057907,2261539,2400552,2085644
MARSHALL MUNICIPAL UTILITIES,Missouri,Industrial Volume,1551082,1580679,1548223,1487474
MARSHALL MUNICIPAL UTILITIES,Missouri,Electric Power Volume,6862,4113,13254,93191
MARTIN CITY OF,Tennessee,Residential Volume,81040,76349,106337,100771
MARTIN CITY OF,Tennessee,Commercial Volume,114389,187938,224794,205465
MARTIN CITY OF,Tennessee,Industrial Volume,328382,203426,234462,269406
MARTIN GAS INC,Kentucky,Residential Volume,31853,22542,23374,18255
MARTIN GAS INC,Kentucky,Commercial Volume,20152,13303,15261,11545
MARTINSVILLE CITY OF,Illinois,Residential Volume,31379,32091,37895,33444
MARTINSVILLE CITY OF,Illinois,Commercial Volume,11420,12388,14974,12629
MARTINSVILLE CITY OF,Illinois,Industrial Volume,17961,24178,27669,22476
MASON NATURAL GAS,Tennessee,Residential Volume,23560,24395,21012,22452
MASON NATURAL GAS,Tennessee,Commercial Volume,26387,2710,17561,14688
MAURY CITY GAS DEPT,Tennessee,Residential Volume,22908,20853,28624,26793
MAURY CITY GAS DEPT,Tennessee,Commercial Volume,3627,3495,5109,4449
MAURY CITY GAS DEPT,Tennessee,Industrial Volume,5539,13445,15014,16712
MCCOMB NATURAL GAS,Ohio,Residential Volume,38135,39491,40638,42913
MCCOMB NATURAL GAS,Ohio,Commercial Volume,11508,9800,10005,14306
MCCOMB NATURAL GAS,Ohio,Industrial Volume,7688,6756,8749,6659
MCFARLAND CITY OF,Kansas,Residential Volume,5524,5530,6484,7480
MCFARLAND CITY OF,Kansas,Commercial Volume,342,345,471,511
MCLEAN CITY OF,Texas,Residential Volume,24404,24498,29127,30054
MCLEAN CITY OF,Texas,Commercial Volume,4137,3898,3203,4658
MCLEANSBORO CITY OF,Illinois,Residential Volume,78028,75307,85691,86058
MCLEANSBORO CITY OF,Illinois,Commercial Volume,48572,51995,56548,52541
MCLOUTH CITY OF,Kansas,Residential Volume,18012,17867,23887,23290
MCLOUTH CITY OF,Kansas,Commercial Volume,6589,6228,8149,7672
MELVILLE TOWN OF,Louisiana,Residential Volume,8216,8895,5491,5862
MELVILLE TOWN OF,Louisiana,Commercial Volume,2020,961,536,468
MEMPHIS LIGHT GAS AND WATER,Tennessee,Residential Volume,16713967,15824781,22441459,20779764
MEMPHIS LIGHT GAS AND WATER,Tennessee,Commercial Volume,11207318,10955362,13631101,13238348
MEMPHIS LIGHT GAS AND WATER,Tennessee,Industrial Volume,22938516,24306094,25645690,24333562
MEMPHIS LIGHT GAS AND WATER,Tennessee,Electric Power Volume,43982,30464,21160952,36568054
MEMPHIS LIGHT GAS AND WATER,Tennessee,Vehicle Fuel Volume,16778,15552,19819,19124
MERCER MUNICIPAL NATURAL GAS SYSTEM,Missouri,Residential Volume,4538,4706,5712,5595
MERCER MUNICIPAL NATURAL GAS SYSTEM,Missouri,Commercial Volume,3017,3054,3953,4015
MERIT ANADARKO GATHERING CO,Kansas,Industrial Volume,847434,642193,,
MERIT ENERGY CO,Kansas,Industrial Volume,196059,187060,215976,138451
MERIT ENERGY CO,Oklahoma,Industrial Volume,11662,8720,9807,12191
MESA CITY OF,Arizona,Residential Volume,1202382,1170094,1344985,1573464
MESA CITY OF,Arizona,Commercial Volume,1442803,1421140,1453417,1602170
MESA CITY OF,Arizona,Industrial Volume,79372,101736,117459,129447
MESA CITY OF,Arizona,Vehicle Fuel Volume,265048,288367,233966,251664
METCALFE NAT GAS SYS,Mississippi,Residential Volume,14468,10746,14760,13819
METCALFE NAT GAS SYS,Mississippi,Commercial Volume,586,259,413,333
METROPOLITAN UTILITIES DIST OF OMAHA,Nebraska,Residential Volume,14135296,14717410,18695689,18381800
METROPOLITAN UTILITIES DIST OF OMAHA,Nebraska,Commercial Volume,9270144,9526794,11254181,11121263
METROPOLITAN UTILITIES DIST OF OMAHA,Nebraska,Industrial Volume,3193160,3386566,3824854,3954491
METROPOLITAN UTILITIES DIST OF OMAHA,Nebraska,Electric Power Volume,869576,1438943,1325796,1958367
METROPOLITAN UTILITIES DIST OF OMAHA,Nebraska,Vehicle Fuel Volume,49182,44514,44685,43459
MICHIGAN GAS UTILITIES CO,Michigan,Residential Volume,12295948,12413145,14687210,14875300
MICHIGAN GAS UTILITIES CO,Michigan,Commercial Volume,5578383,5796995,7276431,7342880
MICHIGAN GAS UTILITIES CO,Michigan,Industrial Volume,11937232,11979900,12412181,12582452
MICHIGAN GAS UTILITIES CO,Michigan,Electric Power Volume,378224,142955,178740,112841
MID CONTINENT MRKT CENTER,Kansas,Commercial Volume,4811888,3763243,3514217,3514638
MID CONTINENT MRKT CENTER,Kansas,Industrial Volume,10196911,11306039,10932540,10695727
MID LOUISIANA GAS TRANSMISSION LLC,Louisiana,Industrial Volume,21317094,24586770,57913564,21215382
MID LOUISIANA GAS TRANSMISSION LLC,Louisiana,Electric Power Volume,,,,25232601
MIDAMERICAN ENERGY COMPANY,Illinois,Residential Volume,4770755,4409913,5213725,5277397
MIDAMERICAN ENERGY COMPANY,Illinois,Commercial Volume,3185522,3173999,3535908,3675964
MIDAMERICAN ENERGY COMPANY,Illinois,Industrial Volume,1979918,1910924,2067213,2024211
MIDAMERICAN ENERGY COMPANY,Illinois,Electric Power Volume,358174,587467,576225,10834453
MIDAMERICAN ENERGY COMPANY,Iowa,Residential Volume,35759255,33997580,40156939,40944813
MIDAMERICAN ENERGY COMPANY,Iowa,Commercial Volume,28235569,27476683,32275207,32400314
MIDAMERICAN ENERGY COMPANY,Iowa,Industrial Volume,64363978,67703637,72831106,72011562
MIDAMERICAN ENERGY COMPANY,Iowa,Electric Power Volume,5124407,3190700,6084091,4162838
MIDAMERICAN ENERGY COMPANY,Nebraska,Residential Volume,242360,240950,280392,288372
MIDAMERICAN ENERGY COMPANY,Nebraska,Commercial Volume,404174,299779,246178,245152
MIDAMERICAN ENERGY COMPANY,Nebraska,Industrial Volume,1541121,1529989,1547678,1589199
MIDAMERICAN ENERGY COMPANY,South Dakota,Residential Volume,5247993,5247879,6177157,6388507
MIDAMERICAN ENERGY COMPANY,South Dakota,Commercial Volume,5661827,5651394,6516211,6841259
MIDAMERICAN ENERGY COMPANY,South Dakota,Industrial Volume,2536978,2538744,2615560,2579796
MIDCOAST PIPELINES EAST TEXAS LP,Texas,Industrial Volume,21034382,19913108,20410025,20223109
MIDCOAST PIPELINES NORTH TEXAS LP,Texas,Industrial Volume,273314,248750,252706,261194
MIDCONTINENT EXPRESS PIPELINE,Louisiana,Electric Power Volume,98908,117421,190958,42110
MIDDLE TENNESSEE UTIL DIST,Tennessee,Residential Volume,2279665,2206559,2958372,2700604
MIDDLE TENNESSEE UTIL DIST,Tennessee,Commercial Volume,1069008,1049952,1374006,1260258
MIDDLE TENNESSEE UTIL DIST,Tennessee,Industrial Volume,4017726,4068156,4365053,4274861
MIDDLE TENNESSEE UTIL DIST,Tennessee,Vehicle Fuel Volume,1613,,,
MIDDLEBOROUGH GAS & ELECTRIC DEPT,Massachusetts,Residential Volume,308726,335449,341553,351764
MIDDLEBOROUGH GAS & ELECTRIC DEPT,Massachusetts,Commercial Volume,259698,292936,296082,309044
MIDDLEBOROUGH GAS & ELECTRIC DEPT,Massachusetts,Industrial Volume,360163,368129,346692,351803
MIDDLEBOROUGH GAS & ELECTRIC DEPT,Massachusetts,Electric Power Volume,1857,2087,2211,1998
MIDDLEBOROUGH GAS & ELECTRIC DEPT,Massachusetts,Vehicle Fuel Volume,7349,2953,2651,1835
MIDDLETON GAS DEPARTMENT CITY OF,Tennessee,Residential Volume,10547,9562,15311,13554
MIDDLETON GAS DEPARTMENT CITY OF,Tennessee,Commercial Volume,7132,6910,9902,9902
MIDDLETON GAS DEPARTMENT CITY OF,Tennessee,Industrial Volume,100073,102212,112968,117294
MIDDLETOWN MUN GAS SYSTEM,Missouri,Residential Volume,2826,2530,3449,3240
MIDDLETOWN MUN GAS SYSTEM,Missouri,Commercial Volume,1461,1627,2646,2315
MIDWEST ENERGY INC,Kansas,Residential Volume,2101502,2172441,2497419,2506088
MIDWEST ENERGY INC,Kansas,Commercial Volume,1759004,1656844,1949672,2013148
MIDWEST ENERGY INC,Kansas,Industrial Volume,7565919,7098097,7402065,7115371
MIDWEST ENERGY INC,Kansas,Electric Power Volume,4928,2164,3271,2462
MIDWEST NATURAL GAS,Indiana,Residential Volume,676576,612166,796083,756250
MIDWEST NATURAL GAS,Indiana,Commercial Volume,647363,598449,761890,761287
MIDWEST NATURAL GAS,Indiana,Industrial Volume,1781310,1759917,1846557,1769428
MIDWEST NATURAL GAS INC,Wisconsin,Residential Volume,986480,1152210,1315186,1370703
MIDWEST NATURAL GAS INC,Wisconsin,Commercial Volume,446117,515321,593816,621629
MIDWEST NATURAL GAS INC,Wisconsin,Industrial Volume,785000,971162,965969,916795
MIDWESTERN GAS TRANSMISSION COMPANY,Illinois,Electric Power Volume,453858,546798,940891,859761
MIDWESTERN GAS TRANSMISSION COMPANY,Indiana,Industrial Volume,4002281,4161266,4325246,4316194
MIDWESTERN GAS TRANSMISSION COMPANY,Indiana,Electric Power Volume,26955035,25027838,22548833,26097766
MIGC INC,Wyoming,Industrial Volume,281308,243294,267527,258093
MILAN MUNICIPAL NATURAL GAS SYSTEM,Missouri,Residential Volume,41304,42959,48615,50932
MILAN MUNICIPAL NATURAL GAS SYSTEM,Missouri,Commercial Volume,32077,30023,38859,40138
MILAN MUNICIPAL NATURAL GAS SYSTEM,Missouri,Industrial Volume,424500,444330,482335,474808
MILFORD VILLAGE OF,Illinois,Residential Volume,53306,54955,66912,63004
MILFORD VILLAGE OF,Illinois,Commercial Volume,11104,11391,14386,13381
MILFORD VILLAGE OF,Illinois,Industrial Volume,4493,11149,4472,3835
MILLEN CITY OF,Georgia,Residential Volume,11231,11374,10124,10200
MILLEN CITY OF,Georgia,Commercial Volume,13445,8768,9718,9946
MILLEN CITY OF,Georgia,Industrial Volume,36788,45774,50253,93165
MILLENNIUM ENERGY INC,Kentucky,Residential Volume,1285,1289,1683,1522
MILLENNIUM ENERGY INC,Kentucky,Commercial Volume,25555,24527,28282,26330
MILLENNIUM ENERGY INC,Kentucky,Industrial Volume,97541,103856,102401,93642
MILLENNIUM PIPELINE CO,New York,Electric Power Volume,15896491,15012792,17545105,35838929
MILTON CITY OF,Florida,Residential Volume,76710,67941,86346,79884
MILTON CITY OF,Florida,Commercial Volume,153948,153686,149522,146947
MILTON CITY OF,Florida,Industrial Volume,59390,64176,67526,80847
MILTON CITY OF,Florida,Vehicle Fuel Volume,153,535,523,548
MINCO GAS AUTH,Oklahoma,Residential Volume,24069,24177,31391,30432
MINCO GAS AUTH,Oklahoma,Commercial Volume,8073,8032,13221,13243
MINNESOTA ENERGY RESOURCES,Minnesota,Residential Volume,16293569,16801647,20589441,19817025
MINNESOTA ENERGY RESOURCES,Minnesota,Commercial Volume,14295856,14834422,16281450,17199650
MINNESOTA ENERGY RESOURCES,Minnesota,Industrial Volume,49899305,48141844,53084516,54763224
MINNESOTA ENERGY RESOURCES,Minnesota,Electric Power Volume,2751962,3048352,3015363,3107855
MISSISSIPPI NATURAL INC,Mississippi,Residential Volume,14273,12344,17414,18344
MISSISSIPPI NATURAL INC,Mississippi,Commercial Volume,13694,12694,18359,14636
MISSISSIPPI RIVER TRANSMISSION CORP,Illinois,Industrial Volume,32020723,36431784,40101592,47328934
MISSISSIPPI RIVER TRANSMISSION CORP,Illinois,Electric Power Volume,292775,,,
MOGAS PIPELINE LLC,Illinois,Commercial Volume,,0,,0
MOGAS PIPELINE LLC,Missouri,Industrial Volume,34810,31866,39209,53965
MOJAVE PIPELINE CO LLC,California,Industrial Volume,4450229,7331435,13010714,24234487
MOJAVE PIPELINE CO LLC,California,Electric Power Volume,11200814,9253054,5662526,1764730
MONA CITY,Utah,Residential Volume,39686,40910,42621,50821
MONA CITY,Utah,Commercial Volume,5046,3934,5214,2788
MONA CITY,Utah,Industrial Volume,8256,4234,13861,868
MONROE CITY GAS DEPT,Missouri,Residential Volume,56719,55547,73352,70024
MONROE CITY GAS DEPT,Missouri,Commercial Volume,27794,25466,34662,34287
MONROE CITY GAS DEPT,Missouri,Industrial Volume,101083,76192,72385,66011
MONROE CITY OF,North Carolina,Residential Volume,392429,379728,486688,449585
MONROE CITY OF,North Carolina,Commercial Volume,396141,402923,465040,442017
MONROE CITY OF,North Carolina,Industrial Volume,2289115,2388918,2469636,2390826
MONROE CITY OF,North Carolina,Electric Power Volume,10343,21488,67931,17245
MONROE CITY OF,North Carolina,Vehicle Fuel Volume,10386,12430,19927,17948
MONROE UTILITIES CITY OF,Georgia,Residential Volume,123278,107646,149804,140278
MONROE UTILITIES CITY OF,Georgia,Commercial Volume,129798,123296,149942,132683
MONROE UTILITIES CITY OF,Georgia,Industrial Volume,19413,18109,28821,23650
MONTANA DAKOTA UTILITIES CO,Montana,Residential Volume,5148703,5731157,6338459,6545809
MONTANA DAKOTA UTILITIES CO,Montana,Commercial Volume,3575313,3922285,4380262,4505188
MONTANA DAKOTA UTILITIES CO,Montana,Industrial Volume,4352665,3053658,3237088,2657506
MONTANA DAKOTA UTILITIES CO,Montana,Electric Power Volume,102360,44234,44162,44775
MONTANA DAKOTA UTILITIES CO,Montana,Vehicle Fuel Volume,643,30,106,99
MONTANA DAKOTA UTILITIES CO,North Dakota,Residential Volume,6882093,7402725,8546919,8700227
MONTANA DAKOTA UTILITIES CO,North Dakota,Commercial Volume,6851510,7446378,8334363,8828731
MONTANA DAKOTA UTILITIES CO,North Dakota,Industrial Volume,4121651,4216851,4317381,4519507
MONTANA DAKOTA UTILITIES CO,North Dakota,Electric Power Volume,6732,7402,6090,6051
MONTANA DAKOTA UTILITIES CO,North Dakota,Vehicle Fuel Volume,301,322,327,189
MONTANA DAKOTA UTILITIES CO,South Dakota,Residential Volume,3253160,3487852,4039699,4305662
MONTANA DAKOTA UTILITIES CO,South Dakota,Commercial Volume,3058203,3255707,3734583,4148949
MONTANA DAKOTA UTILITIES CO,South Dakota,Industrial Volume,1042974,1013536,1155086,1508866
MONTANA DAKOTA UTILITIES CO,Wyoming,Residential Volume,1303796,1405852,1533745,1637247
MONTANA DAKOTA UTILITIES CO,Wyoming,Commercial Volume,1017793,1060526,1108987,1174364
MONTANA DAKOTA UTILITIES CO,Wyoming,Industrial Volume,2173812,2410640,2634228,2651459
MONTANA DAKOTA UTILITIES CO,Wyoming,Electric Power Volume,0,,,
MONTEZUMA MUNICIPAL GAS UTILITY,Indiana,Residential Volume,27882,26036,31092,30249
MONTEZUMA MUNICIPAL GAS UTILITY,Indiana,Commercial Volume,5385,4974,5466,5745
MONTEZUMA MUNICIPAL GAS UTILITY,Indiana,Industrial Volume,34834,9447,18318,22643
MONTEZUMA NATURAL GAS DEPT,Iowa,Residential Volume,41265,40679,51858,50820
MONTEZUMA NATURAL GAS DEPT,Iowa,Commercial Volume,27700,30805,37092,42168
MONTEZUMA NATURAL GAS DEPT,Iowa,Industrial Volume,39629,23589,20361,26264
MONTEZUMA NATURAL GAS DEPT,Iowa,Electric Power Volume,3705,5636,3371,3471
MONTGOMERY CITY GAS CO,Missouri,Residential Volume,37138,39583,43863,44452
MONTGOMERY CITY GAS CO,Missouri,Commercial Volume,33049,36372,48007,49077
MONTGOMERY CITY GAS CO,Missouri,Industrial Volume,14950,20816,23513,22400
MONTGOMERY TOWN OF,Louisiana,Residential Volume,8611,8541,8444,8823
MONTGOMERY TOWN OF,Louisiana,Commercial Volume,1974,1524,1558,1754
MONTICELLO CITY OF,Georgia,Residential Volume,35995,20261,38488,35294
MONTICELLO CITY OF,Georgia,Commercial Volume,15015,9073,14595,13365
MONTICELLO CITY OF,Georgia,Industrial Volume,518757,499727,371400,14740
MONTPELIER VILLAGE OF,Louisiana,Residential Volume,2425,2186,4409,3451
MONTPELIER VILLAGE OF,Louisiana,Commercial Volume,205,93,187,82
MONUMENT PIPELINE LP,Texas,Residential Volume,2545,,,
MONUMENT PIPELINE LP,Texas,Industrial Volume,,702,92,1574
MOREAUVILLE VILLAGE OF,Louisiana,Residential Volume,26938,22362,28504,26140
MOREAUVILLE VILLAGE OF,Louisiana,Commercial Volume,1316,1221,1578,1942
MOREHEAD UTILITY PLANT BOARD,Kentucky,Residential Volume,67098,63565,77260,70065
MOREHEAD UTILITY PLANT BOARD,Kentucky,Commercial Volume,283110,254447,352147,329334
MOREHEAD UTILITY PLANT BOARD,Kentucky,Industrial Volume,257328,260372,285484,268419
MORGAN CITY CITY OF,Louisiana,Residential Volume,96914,79969,105306,102953
MORGAN CITY CITY OF,Louisiana,Commercial Volume,84200,80397,81584,87665
MORGANFIELD CITY OF,Kentucky,Residential Volume,74472,70111,84944,81560
MORGANFIELD CITY OF,Kentucky,Commercial Volume,163738,172870,192350,187945
MORGANFIELD CITY OF,Kentucky,Industrial Volume,74177,74566,84284,71900
MORGANTOWN CITY OF,Kentucky,Residential Volume,40304,49666,67381,63361
MORGANTOWN CITY OF,Kentucky,Commercial Volume,33637,27596,31176,26866
MORGANTOWN CITY OF,Kentucky,Industrial Volume,245217,223427,453686,479559
MORGANZA VILLAGE OF,Louisiana,Residential Volume,15074,16526,20250,14497
MORGANZA VILLAGE OF,Louisiana,Commercial Volume,,1035,1071,3052
MORLAND CITY OF,Kansas,Residential Volume,6174,5936,7174,6987
MORLAND CITY OF,Kansas,Commercial Volume,2121,1976,2518,2470
MORLAND CITY OF,Kansas,Other Volume,,,0,
MORNING SUN MUNICIPAL NAT GAS SYS,Iowa,Residential Volume,18277,19968,22561,22555
MORNING SUN MUNICIPAL NAT GAS SYS,Iowa,Commercial Volume,8060,8800,9908,12761
MORTON CITY OF,Texas,Residential Volume,33001,28923,35272,33946
MORTON CITY OF,Texas,Commercial Volume,12061,9284,13015,12344
MORTON CITY OF,Texas,Industrial Volume,6484,4669,2220,2576
MORTON VILLAGE OF,Illinois,Residential Volume,399762,404820,421161,472628
MORTON VILLAGE OF,Illinois,Commercial Volume,78360,104303,140054,102209
MORTON VILLAGE OF,Illinois,Industrial Volume,583175,556386,494830,590710
MOULTON GAS SYS,Alabama,Residential Volume,118034,95713,124257,114954
MOULTON MUN GAS SYS,Iowa,Residential Volume,11678,12715,14724,15504
MOULTON MUN GAS SYS,Iowa,Commercial Volume,4736,5061,6468,5686
MOULTRIE CITY OF,Georgia,Residential Volume,35752,36336,31650,26575
MOULTRIE CITY OF,Georgia,Commercial Volume,65597,72872,149292,165742
MOULTRIE CITY OF,Georgia,Industrial Volume,102699,103858,110528,117225
MOUNDRIDGE CITY OF,Kansas,Residential Volume,35306,37625,44135,43929
MOUNDRIDGE CITY OF,Kansas,Commercial Volume,14743,14997,17588,16764
MOUNDRIDGE CITY OF,Kansas,Industrial Volume,40003,45594,45112,44070
MOUNTAIN GAS TRANSPORTATION LLC,Wyoming,Industrial Volume,6714081,6644148,6626170,6704001
MOUNTAINAIR TOWN OF,New Mexico,Residential Volume,28997,21800,19650,23751
MOUNTAINAIR TOWN OF,New Mexico,Commercial Volume,4346,4080,11205,13609
MOUNTAINEER GAS CO,West Virginia,Residential Volume,13536722,12920140,14961783,13621686
MOUNTAINEER GAS CO,West Virginia,Commercial Volume,16696720,16478300,18252734,17262972
MOUNTAINEER GAS CO,West Virginia,Industrial Volume,12224047,12033919,12548759,10628465
MOUNTAINEER GAS CO,West Virginia,Electric Power Volume,1235934,1948442,1668417,4063787
MOUNTAINEER GAS CO,West Virginia,Vehicle Fuel Volume,15037,13199,8879,7352
MRG MANAGEMENT LLC,Mississippi,Residential Volume,103937,89987,112664,106150
MRG MANAGEMENT LLC,Mississippi,Commercial Volume,47916,41300,56599,50592
MRG MANAGEMENT LLC,Mississippi,Industrial Volume,16659,2129,730,
MT CARMEL PUBLIC UTILITY CO,Illinois,Residential Volume,187055,184898,232741,211812
MT CARMEL PUBLIC UTILITY CO,Illinois,Commercial Volume,87866,89520,112631,102542
MT CARMEL PUBLIC UTILITY CO,Illinois,Industrial Volume,,,,7668
MT PLEASANT GAS SYS,Tennessee,Residential Volume,44842,43744,58551,53595
MT PLEASANT GAS SYS,Tennessee,Commercial Volume,24017,20912,28208,25971
MT PLEASANT GAS SYS,Tennessee,Industrial Volume,530946,696133,716142,762463
MULBERRY MUNICIPAL NATURAL GAS SYS,Kansas,Residential Volume,12200,13318,15812,15199
MULBERRY MUNICIPAL NATURAL GAS SYS,Kansas,Commercial Volume,723,881,1299,1242
MULGA NAT GAS SYSTEM,Alabama,Residential Volume,35194,32143,43264,40182
MULGA NAT GAS SYSTEM,Alabama,Commercial Volume,2532,2225,3043,2130
MUNFORD CITY OF,Tennessee,Residential Volume,335698,321451,456602,432395
MUNFORD CITY OF,Tennessee,Commercial Volume,54739,50442,74850,71586
MUNFORD CITY OF,Tennessee,Industrial Volume,13423,16332,19917,16900
MUNICIPAL UTILITIES,South Dakota,Residential Volume,579331,593840,710759,722604
MUNICIPAL UTILITIES,South Dakota,Commercial Volume,338345,344994,427191,451197
MUNICIPAL UTILITIES,South Dakota,Industrial Volume,3406425,3445284,3565075,3528122
MURRAY CITY OF,Kentucky,Residential Volume,313844,310059,423739,386578
MURRAY CITY OF,Kentucky,Commercial Volume,286536,287304,369175,333938
MURRAY CITY OF,Kentucky,Industrial Volume,783430,737801,763016,775001
N E A CROSS OF NEW YORK INC,New York,Residential Volume,58045,58900,62870,63156
N E A CROSS OF NEW YORK INC,New York,Commercial Volume,22944,26390,29360,28401
N W NATURAL GAS OF MURRAY CTY,Minnesota,Residential Volume,76274,80137,99442,101457
N W NATURAL GAS OF MURRAY CTY,Minnesota,Commercial Volume,53642,55720,67173,70716
N W NATURAL GAS OF MURRAY CTY,Minnesota,Industrial Volume,46035,52597,40591,52680
N1 PIPELINE LLC,Oklahoma,Industrial Volume,,,93268,164638
NARRAGANSETT ELECTRIC CO GAS DIV RI,Rhode Island,Residential Volume,17199691,18421470,20522868,19891520
